VA Station Number,Services,Satisfaction,Wait Times
vha_642GF,"['Dermatology', 'Gynecology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']",{},"[{'service': 'Dermatology', 'new': 0.0, 'established': None}, {'service': 'Gynecology', 'new': None, 'established': 1.666666}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.169811}, {'service': 'PrimaryCare', 'new': None, 'established': 1.86}, {'service': 'SpecialtyCare', 'new': 0.0, 'established': None}, {'service': 'WomensHealth', 'new': None, 'established': 1.666666}]"
vha_642GH,"['MentalHealthCare', 'PrimaryCare']",{},"[{'service': 'MentalHealthCare', 'new': None, 'established': 1.438356}, {'service': 'PrimaryCare', 'new': 3.5, 'established': 1.378378}]"
vha_642QA,[],{},[]
vha_642QB,[],{},[]
vha_644,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.7400000095367432, 'primary_care_routine': 0.8299999833106995, 'specialty_care_urgent': 0.7300000190734863}","[{'service': 'Audiology', 'new': 8.962962, 'established': 3.52795}, {'service': 'Cardiology', 'new': 32.663461, 'established': 14.403973}, {'service': 'Dermatology', 'new': 32.7, 'established': 12.395189}, {'service': 'Gastroenterology', 'new': 12.421768, 'established': 4.932258}, {'service': 'Gynecology', 'new': 10.714285, 'established': 2.583333}, {'service': 'MentalHealthCare', 'new': 14.907514, 'established': 3.632736}, {'service': 'Ophthalmology', 'new': 24.714285, 'established': 16.536585}, {'service': 'Optometry', 'new': 40.090909, 'established': 32.255813}, {'service': 'PrimaryCare', 'new': 4.5, 'established': 2.121649}, {'service': 'SpecialtyCare', 'new': 17.837926, 'established': 11.807421}, {'service': 'Urology', 'new': 17.802919, 'established': 11.179894}]"
vha_644BY,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.800000011920929, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': 6.209486, 'established': 3.119047}, {'service': 'Dermatology', 'new': 5.973684, 'established': 22.636363}, {'service': 'MentalHealthCare', 'new': 11.6, 'established': 2.946832}, {'service': 'PrimaryCare', 'new': 5.419753, 'established': 2.461065}, {'service': 'SpecialtyCare', 'new': 8.599009, 'established': 7.593486}]"
vha_644GA,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8299999833106995, 'primary_care_routine': 0.8600000143051147}","[{'service': 'Audiology', 'new': 11.620689, 'established': 1.517647}, {'service': 'Dermatology', 'new': 3.45, 'established': 5.636363}, {'service': 'MentalHealthCare', 'new': 9.272727, 'established': 0.745019}, {'service': 'PrimaryCare', 'new': 20.625, 'established': 1.071428}, {'service': 'SpecialtyCare', 'new': 12.279411, 'established': 4.254691}]"
vha_644GB,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.5600000023841858, 'primary_care_routine': 0.7799999713897705}","[{'service': 'Audiology', 'new': 4.0, 'established': 0.736842}, {'service': 'Dermatology', 'new': 2.181818, 'established': 2.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 6.285714, 'established': 3.205521}, {'service': 'SpecialtyCare', 'new': 5.586206, 'established': 1.8}]"
vha_644GC,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7400000095367432, 'primary_care_routine': 0.7200000286102295}","[{'service': 'Audiology', 'new': 15.625, 'established': 2.75}, {'service': 'Dermatology', 'new': 4.222222, 'established': 4.5}, {'service': 'MentalHealthCare', 'new': 7.9, 'established': 6.542435}, {'service': 'PrimaryCare', 'new': 16.470588, 'established': 4.035294}, {'service': 'SpecialtyCare', 'new': 15.217391, 'established': 9.803921}]"
vha_644GD,['PrimaryCare'],"{'primary_care_urgent': 0.7599999904632568, 'primary_care_routine': 0.9100000262260437}","[{'service': 'PrimaryCare', 'new': 1.0, 'established': 0.105263}]"
vha_644GE,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.36000001430511475, 'primary_care_routine': 0.8399999737739563}","[{'service': 'Dermatology', 'new': 7.1875, 'established': 4.0}, {'service': 'MentalHealthCare', 'new': 14.4, 'established': 2.420168}, {'service': 'PrimaryCare', 'new': 13.555555, 'established': 2.196078}, {'service': 'SpecialtyCare', 'new': 7.1875, 'established': 4.0}]"
vha_644GF,['PrimaryCare'],{'primary_care_routine': 0.9700000286102295},"[{'service': 'PrimaryCare', 'new': 7.25, 'established': 1.977777}]"
vha_644GG,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8799999952316284, 'primary_care_routine': 0.8299999833106995}","[{'service': 'Audiology', 'new': 8.631578, 'established': 1.571428}, {'service': 'Dermatology', 'new': 26.75, 'established': None}, {'service': 'MentalHealthCare', 'new': 26.0, 'established': 0.373333}, {'service': 'PrimaryCare', 'new': 1.0, 'established': 0.893617}, {'service': 'SpecialtyCare', 'new': 13.5, 'established': 1.571428}]"
vha_644GH,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'Dermatology', 'new': 4.884615, 'established': 2.0}, {'service': 'MentalHealthCare', 'new': 2.761904, 'established': 1.546551}, {'service': 'PrimaryCare', 'new': 3.8125, 'established': 2.191702}, {'service': 'SpecialtyCare', 'new': 4.884615, 'established': 2.0}]"
vha_644QA,[],{},[]
vha_644QB,[],{},[]
vha_646,"['Audiology', 'Cardiology', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.8199999928474426, 'primary_care_routine': 0.9300000071525574, 'specialty_care_urgent': 0.8999999761581421, 'specialty_care_routine': 0.9100000262260437}","[{'service': 'Audiology', 'new': 15.0, 'established': 4.786111}, {'service': 'Cardiology', 'new': 10.35, 'established': 20.691489}, {'service': 'Dermatology', 'new': 9.09756, 'established': 17.187096}, {'service': 'Gastroenterology', 'new': 21.333333, 'established': 15.139534}, {'service': 'Gynecology', 'new': 21.714285, 'established': 6.68421}, {'service': 'MentalHealthCare', 'new': 9.292452, 'established': 2.932542}, {'service': 'Ophthalmology', 'new': 11.375, 'established': 11.784546}, {'service': 'Optometry', 'new': 26.76923, 'established': 40.878504}, {'service': 'Orthopedics', 'new': 14.755813, 'established': 10.231454}, {'service': 'PrimaryCare', 'new': 12.051282, 'established': 5.925188}, {'service': 'SpecialtyCare', 'new': 15.06861, 'established': 11.332764}, {'service': 'Urology', 'new': 9.914634, 'established': 5.53917}]"
vha_646A4,"['Audiology', 'DentalServices', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.8600000143051147, 'primary_care_routine': 0.9300000071525574}","[{'service': 'Audiology', 'new': 12.307692, 'established': 4.133333}, {'service': 'Dermatology', 'new': 6.0625, 'established': 11.9375}, {'service': 'MentalHealthCare', 'new': 3.5, 'established': 8.918439}, {'service': 'Optometry', 'new': 20.714285, 'established': 9.636363}, {'service': 'Orthopedics', 'new': 18.636363, 'established': 17.55102}, {'service': 'PrimaryCare', 'new': 8.785714, 'established': 7.383095}, {'service': 'SpecialtyCare', 'new': 14.960784, 'established': 17.196024}, {'service': 'Urology', 'new': None, 'established': 8.0}]"
vha_646GA,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9599999785423279, 'primary_care_routine': 1.0}","[{'service': 'Audiology', 'new': 14.030303, 'established': 5.344827}, {'service': 'Dermatology', 'new': 2.0, 'established': 0.4}, {'service': 'MentalHealthCare', 'new': 7.2, 'established': 1.63492}, {'service': 'PrimaryCare', 'new': 14.375, 'established': 2.975}, {'service': 'SpecialtyCare', 'new': 17.157142, 'established': 6.642172}]"
vha_646GB,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8199999928474426, 'primary_care_routine': 0.9599999785423279}","[{'service': 'Dermatology', 'new': 17.9, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 12.2, 'established': 2.406976}, {'service': 'PrimaryCare', 'new': 9.148148, 'established': 3.557463}, {'service': 'SpecialtyCare', 'new': 21.545454, 'established': 15.708333}]"
vha_646GC,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7900000214576721, 'primary_care_routine': 0.9599999785423279}","[{'service': 'Audiology', 'new': 14.428571, 'established': 19.869565}, {'service': 'Dermatology', 'new': 5.666666, 'established': 3.0}, {'service': 'MentalHealthCare', 'new': 12.8, 'established': 6.0}, {'service': 'PrimaryCare', 'new': 8.25, 'established': 4.541806}, {'service': 'SpecialtyCare', 'new': 16.275862, 'established': 27.211981}]"
vha_646GD,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.949999988079071, 'primary_care_routine': 0.9599999785423279}","[{'service': 'Audiology', 'new': 18.916666, 'established': 11.181818}, {'service': 'Dermatology', 'new': 4.0, 'established': 0.8}, {'service': 'MentalHealthCare', 'new': 3.428571, 'established': 15.564516}, {'service': 'PrimaryCare', 'new': 9.689655, 'established': 6.072691}, {'service': 'SpecialtyCare', 'new': 22.245614, 'established': 31.456521}]"
vha_646GE,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9300000071525574, 'primary_care_routine': 0.9399999976158142}","[{'service': 'Audiology', 'new': 32.65625, 'established': 9.052631}, {'service': 'Dermatology', 'new': 0.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 8.0, 'established': 5.017543}, {'service': 'PrimaryCare', 'new': 15.117647, 'established': 3.218658}, {'service': 'SpecialtyCare', 'new': 21.637931, 'established': 5.265306}]"
vha_648,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.7300000190734863, 'primary_care_routine': 0.8399999737739563, 'specialty_care_urgent': 0.8399999737739563}","[{'service': 'Audiology', 'new': 50.169491, 'established': 70.639705}, {'service': 'Cardiology', 'new': 12.925925, 'established': 6.704545}, {'service': 'Dermatology', 'new': 15.123456, 'established': 8.204678}, {'service': 'Gastroenterology', 'new': 12.666666, 'established': 24.90909}, {'service': 'Gynecology', 'new': 18.794871, 'established': 13.307692}, {'service': 'MentalHealthCare', 'new': 9.794117, 'established': 0.465583}, {'service': 'Ophthalmology', 'new': 11.045454, 'established': 21.126153}, {'service': 'Optometry', 'new': 31.125, 'established': 16.261829}, {'service': 'Orthopedics', 'new': 21.426666, 'established': 22.606217}, {'service': 'PrimaryCare', 'new': 10.947368, 'established': 7.946135}, {'service': 'SpecialtyCare', 'new': 19.128971, 'established': 15.178278}, {'service': 'Urology', 'new': 10.735294, 'established': 14.502092}, {'service': 'WomensHealth', 'new': 10.944444, 'established': 12.822429}]"
vha_648A4,"['Audiology', 'DentalServices', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8100000023841858, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': 55.40625, 'established': 54.988095}, {'service': 'Dermatology', 'new': 41.826086, 'established': 14.304347}, {'service': 'MentalHealthCare', 'new': 14.888888, 'established': 0.865256}, {'service': 'Ophthalmology', 'new': 35.0, 'established': 5.923076}, {'service': 'Optometry', 'new': 15.615384, 'established': 9.194656}, {'service': 'PrimaryCare', 'new': 10.383928, 'established': 7.072874}, {'service': 'SpecialtyCare', 'new': 22.0, 'established': 14.042572}]"
vha_648GA,"['Audiology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8399999737739563, 'primary_care_routine': 0.8399999737739563}","[{'service': 'Audiology', 'new': 36.058823, 'established': 50.951219}, {'service': 'MentalHealthCare', 'new': 3.5, 'established': 0.646067}, {'service': 'Ophthalmology', 'new': 12.0, 'established': 45.285714}, {'service': 'Optometry', 'new': 139.84, 'established': 59.691489}, {'service': 'PrimaryCare', 'new': 13.333333, 'established': 11.590476}, {'service': 'SpecialtyCare', 'new': 51.951219, 'established': 30.17971}]"
vha_648GB,"['Audiology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.699999988079071, 'primary_care_routine': 0.8299999833106995}","[{'service': 'Audiology', 'new': 45.366666, 'established': 41.959595}, {'service': 'MentalHealthCare', 'new': None, 'established': 1.127516}, {'service': 'Ophthalmology', 'new': None, 'established': 3.352941}, {'service': 'Optometry', 'new': 35.5, 'established': 11.046296}, {'service': 'PrimaryCare', 'new': 19.846153, 'established': 3.117647}, {'service': 'SpecialtyCare', 'new': 27.428571, 'established': 12.673796}]"
vha_648GD,['PrimaryCare'],{'primary_care_routine': 0.8799999952316284},"[{'service': 'PrimaryCare', 'new': None, 'established': 1.27027}]"
vha_648GE,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8999999761581421, 'primary_care_routine': 0.9599999785423279}","[{'service': 'MentalHealthCare', 'new': 2.75, 'established': 0.530612}, {'service': 'PrimaryCare', 'new': 9.638888, 'established': 5.888698}, {'service': 'SpecialtyCare', 'new': 21.666666, 'established': 9.411764}]"
vha_648GF,"['Audiology', 'MentalHealthCare', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7699999809265137, 'primary_care_routine': 0.8999999761581421}","[{'service': 'Audiology', 'new': 39.428571, 'established': 29.0}, {'service': 'MentalHealthCare', 'new': 6.40845, 'established': 1.339843}, {'service': 'Orthopedics', 'new': 25.583333, 'established': 4.181818}, {'service': 'PrimaryCare', 'new': 9.896551, 'established': 6.91042}, {'service': 'SpecialtyCare', 'new': 22.853333, 'established': 17.798206}]"
vha_648GG,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8999999761581421, 'primary_care_routine': 0.9100000262260437}","[{'service': 'Dermatology', 'new': 69.0, 'established': 14.166666}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.078947}, {'service': 'PrimaryCare', 'new': 9.6, 'established': 6.070103}, {'service': 'SpecialtyCare', 'new': 27.0625, 'established': 7.363636}]"
vha_648GH,['PrimaryCare'],"{'primary_care_urgent': 0.7400000095367432, 'primary_care_routine': 0.7799999713897705}","[{'service': 'PrimaryCare', 'new': 80.5, 'established': 6.666666}]"
vha_648GI,"['EmergencyCare', 'MentalHealthCare', 'Nutrition', 'PrimaryCare']",{'primary_care_routine': 0.9200000166893005},"[{'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 9.173913, 'established': 5.797546}]"
vha_648GJ,"['Audiology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7300000190734863, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': None, 'established': 66.416666}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 52.444444, 'established': 3.444444}, {'service': 'SpecialtyCare', 'new': None, 'established': 66.416666}]"
vha_648GK,[],{},[]
vha_649,"['Audiology', 'Cardiology', 'Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.7799999713897705, 'primary_care_routine': 0.8700000047683716, 'specialty_care_urgent': 0.7699999809265137}","[{'service': 'Audiology', 'new': 99.186666, 'established': 62.127659}, {'service': 'Cardiology', 'new': 19.933333, 'established': 9.833333}, {'service': 'Dermatology', 'new': 5.45, 'established': 2.0}, {'service': 'Gastroenterology', 'new': 4.25, 'established': 5.333333}, {'service': 'Gynecology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 9.315789, 'established': 4.102977}, {'service': 'Optometry', 'new': 71.125, 'established': 40.079365}, {'service': 'PrimaryCare', 'new': 6.413793, 'established': 6.075566}, {'service': 'SpecialtyCare', 'new': 49.469483, 'established': 25.827822}, {'service': 'Urology', 'new': 16.5, 'established': 21.454545}, {'service': 'WomensHealth', 'new': None, 'established': 0.0}]"
vha_649GA,"['Cardiology', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.7300000190734863, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Cardiology', 'new': None, 'established': 23.0}, {'service': 'Dermatology', 'new': 7.307692, 'established': 0.0}, {'service': 'Gynecology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 11.833333}, {'service': 'PrimaryCare', 'new': 18.75, 'established': 7.031372}, {'service': 'SpecialtyCare', 'new': 7.307692, 'established': 7.666666}, {'service': 'WomensHealth', 'new': None, 'established': 0.0}]"
vha_649GB,"['Audiology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.5199999809265137, 'primary_care_routine': 0.8399999737739563}","[{'service': 'Audiology', 'new': 83.181818, 'established': 7.222222}, {'service': 'MentalHealthCare', 'new': 7.0, 'established': 0.670454}, {'service': 'PrimaryCare', 'new': 8.416666, 'established': 7.377777}, {'service': 'SpecialtyCare', 'new': 83.181818, 'established': 7.222222}]"
vha_649GC,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6100000143051147, 'primary_care_routine': 0.9100000262260437}","[{'service': 'Dermatology', 'new': 1.666666, 'established': 5.0}, {'service': 'MentalHealthCare', 'new': 7.0, 'established': 6.45}, {'service': 'PrimaryCare', 'new': 38.0, 'established': 11.57653}, {'service': 'SpecialtyCare', 'new': 2.666666, 'established': 5.0}]"
vha_649GD,"['MentalHealthCare', 'PrimaryCare']",{'primary_care_routine': 0.8100000023841858},"[{'service': 'MentalHealthCare', 'new': 17.0, 'established': 5.128205}, {'service': 'PrimaryCare', 'new': 7.166666, 'established': 5.243243}]"
vha_649GE,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6899999976158142, 'primary_care_routine': 0.8399999737739563}","[{'service': 'Dermatology', 'new': 0.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 17.0, 'established': 12.97619}, {'service': 'PrimaryCare', 'new': 6.772727, 'established': 5.982142}, {'service': 'SpecialtyCare', 'new': 0.0, 'established': None}]"
vha_649QA,"['EmergencyCare', 'MentalHealthCare']",{},"[{'service': 'MentalHealthCare', 'new': None, 'established': 0.083333}]"
vha_649QB,['PrimaryCare'],{},"[{'service': 'PrimaryCare', 'new': 8.0, 'established': 4.56}]"
vha_649QD,['PrimaryCare'],{},"[{'service': 'PrimaryCare', 'new': None, 'established': 3.166666}]"
vha_649QF,[],{},[]
vha_649QG,[],{},[]
vha_649QH,[],{},[]
vha_650,"['Cardiology', 'DentalServices', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.7799999713897705, 'primary_care_routine': 0.8500000238418579, 'specialty_care_urgent': 0.8999999761581421, 'specialty_care_routine': 0.8799999952316284}","[{'service': 'Cardiology', 'new': 16.432432, 'established': 6.781553}, {'service': 'Dermatology', 'new': 17.561643, 'established': 5.849411}, {'service': 'Gastroenterology', 'new': 22.15, 'established': 7.675675}, {'service': 'Gynecology', 'new': 22.555555, 'established': 7.896}, {'service': 'MentalHealthCare', 'new': 4.814814, 'established': 4.078701}, {'service': 'Orthopedics', 'new': 17.333333, 'established': 5.798319}, {'service': 'PrimaryCare', 'new': 30.798165, 'established': 9.402919}, {'service': 'SpecialtyCare', 'new': 20.001317, 'established': 11.788002}, {'service': 'Urology', 'new': 27.368421, 'established': 7.081081}, {'service': 'WomensHealth', 'new': 24.0, 'established': 7.0}]"
vha_650GA,"['Audiology', 'Dermatology', 'Gastroenterology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.4099999964237213, 'primary_care_routine': 0.6700000166893005}","[{'service': 'Audiology', 'new': 24.833333, 'established': 1.077272}, {'service': 'Dermatology', 'new': 2.75, 'established': 1.6}, {'service': 'Gastroenterology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 5.5, 'established': 2.313167}, {'service': 'PrimaryCare', 'new': 26.333333, 'established': 6.619485}, {'service': 'SpecialtyCare', 'new': 21.915032, 'established': 1.331564}]"
vha_650GB,"['Cardiology', 'Dermatology', 'Gastroenterology', 'MentalHealthCare', 'Nutrition', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology']","{'primary_care_urgent': 0.9599999785423279, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Cardiology', 'new': None, 'established': 15.666666}, {'service': 'Dermatology', 'new': 0.666666, 'established': 0.25}, {'service': 'Gastroenterology', 'new': 50.0, 'established': 23.333333}, {'service': 'MentalHealthCare', 'new': 9.5, 'established': 1.666666}, {'service': 'Orthopedics', 'new': 71.666666, 'established': 25.666666}, {'service': 'PrimaryCare', 'new': 36.8, 'established': 7.120879}, {'service': 'SpecialtyCare', 'new': 27.906976, 'established': 15.517241}, {'service': 'Urology', 'new': 116.0, 'established': 14.166666}]"
vha_650GD,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.8399999737739563},"[{'service': 'Dermatology', 'new': 1.5, 'established': 1.5}, {'service': 'MentalHealthCare', 'new': 5.0, 'established': 3.495575}, {'service': 'PrimaryCare', 'new': 52.111111, 'established': 21.443298}, {'service': 'SpecialtyCare', 'new': 1.5, 'established': 1.5}]"
vha_650QA,"['Audiology', 'Ophthalmology', 'Optometry', 'SpecialtyCare']",{},"[{'service': 'Audiology', 'new': 10.234875, 'established': 0.758403}, {'service': 'Ophthalmology', 'new': 31.166666, 'established': 11.823327}, {'service': 'Optometry', 'new': 32.536842, 'established': 7.590823}, {'service': 'SpecialtyCare', 'new': 18.82892, 'established': 7.208352}]"
vha_650QB,['SpecialtyCare'],{},"[{'service': 'SpecialtyCare', 'new': 7.578947, 'established': 2.127684}]"
vha_652,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.8299999833106995, 'primary_care_routine': 0.8600000143051147, 'specialty_care_urgent': 0.8799999952316284, 'specialty_care_routine': 0.8799999952316284}","[{'service': 'Audiology', 'new': 2.075268, 'established': 1.156756}, {'service': 'Cardiology', 'new': 27.358974, 'established': 14.240105}, {'service': 'Dermatology', 'new': 16.588235, 'established': 4.946135}, {'service': 'Gastroenterology', 'new': 25.181818, 'established': 3.581395}, {'service': 'Gynecology', 'new': 27.6, 'established': 26.266666}, {'service': 'MentalHealthCare', 'new': 4.362831, 'established': 3.158945}, {'service': 'Ophthalmology', 'new': 54.671428, 'established': 14.97355}, {'service': 'Optometry', 'new': 154.936708, 'established': 25.295373}, {'service': 'Orthopedics', 'new': 36.945205, 'established': 5.911585}, {'service': 'PrimaryCare', 'new': 12.458823, 'established': 7.568485}, {'service': 'SpecialtyCare', 'new': 34.985776, 'established': 11.22221}, {'service': 'Urology', 'new': 24.927536, 'established': 9.564383}, {'service': 'WomensHealth', 'new': 27.333333, 'established': 29.92405}]"
vha_652GA,"['Dermatology', 'MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7200000286102295, 'primary_care_routine': 0.949999988079071}","[{'service': 'Dermatology', 'new': 0.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 5.5, 'established': 1.008968}, {'service': 'PrimaryCare', 'new': 12.1875, 'established': 2.839506}, {'service': 'SpecialtyCare', 'new': 10.976744, 'established': 1.48}]"
vha_652GB,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'Audiology', 'new': 35.625, 'established': 6.096385}, {'service': 'Dermatology', 'new': 0.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 24.5, 'established': 1.713567}, {'service': 'PrimaryCare', 'new': 8.785714, 'established': 1.745173}, {'service': 'SpecialtyCare', 'new': 26.511627, 'established': 5.88372}]"
vha_652GE,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9900000095367432, 'primary_care_routine': 0.9700000286102295}","[{'service': 'Audiology', 'new': 16.6, 'established': 13.396825}, {'service': 'Dermatology', 'new': 0.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 13.25, 'established': 1.713615}, {'service': 'PrimaryCare', 'new': 23.0, 'established': 2.368181}, {'service': 'SpecialtyCare', 'new': 15.818181, 'established': 18.874125}]"
vha_652GF,"['Dermatology', 'MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9100000262260437, 'primary_care_routine': 0.9800000190734863}","[{'service': 'Dermatology', 'new': 0.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 7.0, 'established': 3.71875}, {'service': 'PrimaryCare', 'new': 10.5, 'established': 3.198198}, {'service': 'SpecialtyCare', 'new': 36.5, 'established': 5.444444}]"
vha_652GG,[],{},[]
vha_652GH,[],{},[]
